ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Partial_Cognacy
MengDan-41_intestines-1,,MengDan,41_intestines,rɔːn ʔiar,rɔːn ʔiar,r ɔː n + ʔ i/j a r,,Deepadung2015,,,,,921 925
ChuDongGua-41_intestines-1,,ChuDongGua,41_intestines,rɔːn,rɔːn,r ɔː n,,Deepadung2015,,,,,921
XiangZhaiTang-41_intestines-1,,XiangZhaiTang,41_intestines,vac,vac,v a c,,Deepadung2015,,,,,922
PongNuea-41_intestines-1,,PongNuea,41_intestines,ɲɔŋ vaic,ɲɔŋ vaic,ɲ ɔ ŋ + v ai̯ c,,Deepadung2015,,,,,921 922
NyaungGone-41_intestines-1,,NyaungGone,41_intestines,ɲɔŋ vat,ɲɔŋ vat,ɲ ɔ ŋ + v a t,,Deepadung2015,,,,,921 922
NoeLae-41_intestines-1,,NoeLae,41_intestines,ɲɔŋ vac,ɲɔŋ vac,ɲ ɔ ŋ + v a c,,Deepadung2015,,,,,921 922
BanPaw-41_intestines-1,,BanPaw,41_intestines,ɲɔŋ văt,ɲɔŋ văt,ɲ ɔ ŋ + v ă t,,Deepadung2015,,,,,921 17
ChaYeQing-41_intestines-1,,ChaYeQing,41_intestines,khəɣan,khəɣan,kʰ ə + ɣ a n,,Deepadung2015,,,,,923 921
MangBang-41_intestines-1,,MangBang,41_intestines,sɔnvat,sɔnvat,s ɔ + n v a t,,Deepadung2015,,,,,924 922
NanSang-41_intestines-1,,NanSang,41_intestines,sɔnvat,sɔnvat,s ɔ + n v a t,,Deepadung2015,,,,,924 922
NamHsan-42_hand-1,,NamHsan,42_hand,ɗiː,ɗiː,ɗ iː,,Deepadung2015,,,,,788
KhunHawt-42_hand-1,,KhunHawt,42_hand,ɗi:,ɗi:,ɗ iː,,Deepadung2015,,,,,788
HtanHsan-42_hand-1,,HtanHsan,42_hand,ɗiː,ɗiː,ɗ iː,,Deepadung2015,,,,,788
PangKham-42_hand-1,,PangKham,42_hand,ɗaj,ɗaj,ɗ ai̯,,Deepadung2015,,,,,788
ManLoi-42_hand-1,,ManLoi,42_hand,ɗaj,ɗaj,ɗ ai̯,,Deepadung2015,,,,,788
MengDan-42_hand-1,,MengDan,42_hand,ɗaj,ɗaj,ɗ ai̯,,Deepadung2015,,,,,788
ChuDongGua-42_hand-1,,ChuDongGua,42_hand,ɗaj,ɗaj,ɗ ai̯,,Deepadung2015,,,,,788
XiangZhaiTang-42_hand-1,,XiangZhaiTang,42_hand,dɛː,dɛː,d ɛː,,Deepadung2015,,,,,788
PongNuea-42_hand-1,,PongNuea,42_hand,dɛː,dɛː,d ɛː,,Deepadung2015,,,,,788
NyaungGone-42_hand-1,,NyaungGone,42_hand,dɛ,dɛ,d ɛ,,Deepadung2015,,,,,788
NoeLae-42_hand-1,,NoeLae,42_hand,dɛ,dɛ,d ɛ,,Deepadung2015,,,,,788
BanPaw-42_hand-1,,BanPaw,42_hand,dɛ,dɛ,d ɛ,,Deepadung2015,,,,,788
ChaYeQing-42_hand-1,,ChaYeQing,42_hand,ɗaj,ɗaj,ɗ ai̯,,Deepadung2015,,,,,788
GuangKa-42_hand-1,,GuangKa,42_hand,taj,taj,t ai̯,,Deepadung2015,,,,,788
MangBang-42_hand-1,,MangBang,42_hand,taj,taj,t ai̯,,Deepadung2015,,,,,788
NanSang-42_hand-1,,NanSang,42_hand,taiɁ,taiɁ,t ai̯ ʔ,,Deepadung2015,,,,,788
NamHsan-43_nail-1,,NamHsan,43_nail,rәnim,rәnim,r ə + n i m,,Deepadung2015,,,,,1221 1219
KhunHawt-43_nail-1,,KhunHawt,43_nail,rәnimɗiː,rәnimɗiː,r ə + n i m + ɗ iː,,Deepadung2015,,,,,1221 1219 1222
HtanHsan-43_nail-1,,HtanHsan,43_nail,rәnhim,rәnhim,r ə n + h i m,,Deepadung2015,,,,,1221 1219
PangKham-43_nail-1,,PangKham,43_nail,ʔahim,ʔahim,ʔ a + h i m,,Deepadung2015,,,,,1220 1219
ManLoi-43_nail-1,,ManLoi,43_nail,ʔahim,ʔahim,ʔ a + h i m,,Deepadung2015,,,,,1220 1219
MengDan-43_nail-1,,MengDan,43_nail,ʔahim,ʔahim,ʔ a + h i m,,Deepadung2015,,,,,1220 1219
ChuDongGua-43_nail-1,,ChuDongGua,43_nail,ʔahim,ʔahim,ʔ a + h i m,,Deepadung2015,,,,,1220 1219
XiangZhaiTang-43_nail-1,,XiangZhaiTang,43_nail,ŋhiːm,ŋhiːm,ŋ + h iː m,,Deepadung2015,,,,,1218 1219
PongNuea-43_nail-1,,PongNuea,43_nail,ŋhiːm,ŋhiːm,Ø/ə ŋ + h iː m,,Deepadung2015,,,,,1218 1219
NyaungGone-43_nail-1,,NyaungGone,43_nail,ŋ him,ŋ him,Ø/ə ŋ + h i m,,Deepadung2015,,,,,1218 1219
NoeLae-43_nail-1,,NoeLae,43_nail,ŋ him,ŋ him,Ø/ə ŋ + h i m,,Deepadung2015,,,,,1218 1219
BanPaw-43_nail-1,,BanPaw,43_nail,ŋ him,ŋ him,Ø/ə ŋ + h i m,,Deepadung2015,,,,,1218 1219
ChaYeQing-43_nail-1,,ChaYeQing,43_nail,khiːm,khiːm,kʰ iː m,,Deepadung2015,,,,,1219
GuangKa-43_nail-1,,GuangKa,43_nail,khiːm,khiːm,kʰ iː m,,Deepadung2015,,,,,1219
MangBang-43_nail-1,,MangBang,43_nail,khiːm,khiːm,kʰ iː m,,Deepadung2015,,,,,1219
NanSang-43_nail-1,,NanSang,43_nail,kiːm,kiːm,k iː m,,Deepadung2015,,,,,1219
NamHsan-44_foot-1,,NamHsan,44_foot,ʥәŋ,ʥәŋ,dʑ ə ŋ,,Deepadung2015,,,,,648
KhunHawt-44_foot-1,,KhunHawt,44_foot,ʥәːŋ,ʥәːŋ,dʑ əː ŋ,,Deepadung2015,,,,,648
HtanHsan-44_foot-1,,HtanHsan,44_foot,ʥәːŋ,ʥәːŋ,dʑ əː ŋ,,Deepadung2015,,,,,648
PangKham-44_foot-1,,PangKham,44_foot,ʨeŋ,ʨeŋ,tɕ e ŋ,,Deepadung2015,,,,,648
ManLoi-44_foot-1,,ManLoi,44_foot,ʨeːŋ,ʨeːŋ,tɕ eː ŋ,,Deepadung2015,,,,,648
MengDan-44_foot-1,,MengDan,44_foot,ʨəŋ,ʨəŋ,tɕ ə ŋ,,Deepadung2015,,,,,648
ChuDongGua-44_foot-1,,ChuDongGua,44_foot,ʥəŋ,ʥəŋ,dʑ ə ŋ,,Deepadung2015,,,,,648
XiangZhaiTang-44_foot-1,,XiangZhaiTang,44_foot,ʨeːn,ʨeːn,tɕ eː n,,Deepadung2015,,,,,648
PongNuea-44_foot-1,,PongNuea,44_foot,ceɲ,ceɲ,c e ɲ,,Deepadung2015,,,,,648
NyaungGone-44_foot-1,,NyaungGone,44_foot,plɔ,plɔ,p l ɔ,,Deepadung2015,,,,,649
NoeLae-44_foot-1,,NoeLae,44_foot,ceɲ,ceɲ,c e ɲ,,Deepadung2015,,,,,648
BanPaw-44_foot-1,,BanPaw,44_foot,ceɲ,ceɲ,c e ɲ,,Deepadung2015,,,,,648
ChaYeQing-44_foot-1,,ChaYeQing,44_foot,ʥɔːn,ʥɔːn,dʑ ɔː n,,Deepadung2015,,,,,648
GuangKa-44_foot-1,,GuangKa,44_foot,ʥɔːn,ʥɔːn,dʑ ɔː n,,Deepadung2015,,,,,648
MangBang-44_foot-1,,MangBang,44_foot,ʥɔːn,ʥɔːn,dʑ ɔː n,,Deepadung2015,,,,,648
NanSang-44_foot-1,,NanSang,44_foot,ʥɔːn,ʥɔːn,dʑ ɔː n,,Deepadung2015,,,,,648
NamHsan-45_bone-1,,NamHsan,45_bone,kaɁaːŋ,kaɁaːŋ,k a + ʔ aː ŋ,,Deepadung2015,,,,,175 141
KhunHawt-45_bone-1,,KhunHawt,45_bone,kanɁaːŋ,kanɁaːŋ,k a n + ʔ aː ŋ,,Deepadung2015,,,,,140 141
HtanHsan-45_bone-1,,HtanHsan,45_bone,kәnɁaːŋ,kәnɁaːŋ,k ə n + ʔ aː ŋ,,Deepadung2015,,,,,140 141
PangKham-45_bone-1,,PangKham,45_bone,kaɁaːŋ,kaɁaːŋ,k a + ʔ aː ŋ,,Deepadung2015,,,,,175 141
ManLoi-45_bone-1,,ManLoi,45_bone,kaɁaːŋ,kaɁaːŋ,k a + ʔ aː ŋ,,Deepadung2015,,,,,175 141
MengDan-45_bone-1,,MengDan,45_bone,kaʔɛːŋ,kaʔɛːŋ,k a + ʔ ɛː ŋ,,Deepadung2015,,,,,175 141
ChuDongGua-45_bone-1,,ChuDongGua,45_bone,kaɁaːŋ,kaɁaːŋ,k a + ʔ aː ŋ,,Deepadung2015,,,,,175 141
XiangZhaiTang-45_bone-1,,XiangZhaiTang,45_bone,kaɁaːŋ,kaɁaːŋ,k a + ʔ aː ŋ,,Deepadung2015,,,,,175 141
PongNuea-45_bone-1,,PongNuea,45_bone,kaɁaːŋ,kaɁaːŋ,k a + ʔ aː ŋ,,Deepadung2015,,,,,175 141
NyaungGone-45_bone-1,,NyaungGone,45_bone,kaʔak,kaʔak,k a + ʔ a k,,Deepadung2015,,,,,175 141
NoeLae-45_bone-1,,NoeLae,45_bone,kaɁaŋ,kaɁaŋ,k a + ʔ a ŋ,,Deepadung2015,,,,,175 141
BanPaw-45_bone-1,,BanPaw,45_bone,kaɁaŋ,kaɁaŋ,k a + ʔ a ŋ,,Deepadung2015,,,,,175 141
ChaYeQing-45_bone-1,,ChaYeQing,45_bone,kaʔaːŋ,kaʔaːŋ,k a + ʔ aː ŋ,,Deepadung2015,,,,,175 141
GuangKa-45_bone-1,,GuangKa,45_bone,kaɁaːŋ,kaɁaːŋ,k a + ʔ aː ŋ,,Deepadung2015,,,,,175 141
MangBang-45_bone-1,,MangBang,45_bone,kaɁaːŋ,kaɁaːŋ,k a + ʔ aː ŋ,,Deepadung2015,,,,,175 141
NanSang-45_bone-1,,NanSang,45_bone,kaɁaːŋ,kaɁaːŋ,k a + ʔ aː ŋ,,Deepadung2015,,,,,175 141
NamHsan-46_fat-1,,NamHsan,46_fat,priaŋ,priaŋ,p r i/j a ŋ,,Deepadung2015,,,,,541
KhunHawt-46_fat-1,,KhunHawt,46_fat,priaŋ,priaŋ,p r i/j a ŋ,,Deepadung2015,,,,,541
HtanHsan-46_fat-1,,HtanHsan,46_fat,priaŋ,priaŋ,p r i/j a ŋ,,Deepadung2015,,,,,541
PangKham-46_fat-1,,PangKham,46_fat,briaŋ,briaŋ,b r i/j a ŋ,,Deepadung2015,,,,,541
ManLoi-46_fat-1,,ManLoi,46_fat,briaŋ,briaŋ,b r i/j a ŋ,,Deepadung2015,,,,,541
MengDan-46_fat-1,,MengDan,46_fat,priaŋ,priaŋ,p r i/j a ŋ,,Deepadung2015,,,,,541
ChuDongGua-46_fat-1,,ChuDongGua,46_fat,priaŋ,priaŋ,p r i/j a ŋ,,Deepadung2015,,,,,541
XiangZhaiTang-46_fat-1,,XiangZhaiTang,46_fat,briaŋ,briaŋ,b r i/j a ŋ,,Deepadung2015,,,,,541
PongNuea-46_fat-1,,PongNuea,46_fat,briaŋ,briaŋ,b r i/j a ŋ,,Deepadung2015,,,,,541
NyaungGone-46_fat-1,,NyaungGone,46_fat,briak,briak,b r i/j a k,,Deepadung2015,,,,,541
NoeLae-46_fat-1,,NoeLae,46_fat,briaŋ,briaŋ,b r i/j a ŋ,,Deepadung2015,,,,,541
BanPaw-46_fat-1,,BanPaw,46_fat,briaŋ,briaŋ,b r i/j a ŋ,,Deepadung2015,,,,,541
ChaYeQing-46_fat-1,,ChaYeQing,46_fat,bjoŋ,bjoŋ,b i/j o ŋ,,Deepadung2015,,,,,541
GuangKa-46_fat-1,,GuangKa,46_fat,pjoŋ,pjoŋ,p i/j o ŋ,,Deepadung2015,,,,,541
MangBang-46_fat-1,,MangBang,46_fat,pjoŋ,pjoŋ,p i/j o ŋ,,Deepadung2015,,,,,541
NanSang-46_fat-1,,NanSang,46_fat,pjoŋ,pjoŋ,p i/j o ŋ,,Deepadung2015,,,,,541
NamHsan-47_skin-1,,NamHsan,47_skin,hur,hur,h u r,,Deepadung2015,,,,,1687
KhunHawt-47_skin-1,,KhunHawt,47_skin,hur,hur,h u r,,Deepadung2015,,,,,1687
HtanHsan-47_skin-1,,HtanHsan,47_skin,huːr,huːr,h uː r,,Deepadung2015,,,,,1687
PangKham-47_skin-1,,PangKham,47_skin,huːn,huːn,h uː n,,Deepadung2015,,,,,1687
ManLoi-47_skin-1,,ManLoi,47_skin,hur,hur,h u r,,Deepadung2015,,,,,1687
MengDan-47_skin-1,,MengDan,47_skin,hur,hur,h u r,,Deepadung2015,,,,,1687
ChuDongGua-47_skin-1,,ChuDongGua,47_skin,hur,hur,h u r,,Deepadung2015,,,,,1687
XiangZhaiTang-47_skin-1,,XiangZhaiTang,47_skin,huːn,huːn,h uː n,,Deepadung2015,,,,,1687
PongNuea-47_skin-1,,PongNuea,47_skin,huːn,huːn,h uː n,,Deepadung2015,,,,,1687
NyaungGone-47_skin-1,,NyaungGone,47_skin,hun,hun,h u n,,Deepadung2015,,,,,1687
NoeLae-47_skin-1,,NoeLae,47_skin,hun,hun,h u n,,Deepadung2015,,,,,1687
BanPaw-47_skin-1,,BanPaw,47_skin,hun,hun,h u n,,Deepadung2015,,,,,1687
ChaYeQing-47_skin-1,,ChaYeQing,47_skin,huː,huː,h uː,,Deepadung2015,,,,,1687
GuangKa-47_skin-1,,GuangKa,47_skin,huː,huː,h uː,,Deepadung2015,,,,,1687
MangBang-47_skin-1,,MangBang,47_skin,huː,huː,h uː,,Deepadung2015,,,,,1687
NanSang-47_skin-1,,NanSang,47_skin,huː,huː,h uː,,Deepadung2015,,,,,1687
NamHsan-48_blood-1,,NamHsan,48_blood,n̥aːm,n̥aːm,n̥ aː m,,Deepadung2015,,,,,123
KhunHawt-48_blood-1,,KhunHawt,48_blood,n̥aːm,n̥aːm,n̥ aː m,,Deepadung2015,,,,,123
HtanHsan-48_blood-1,,HtanHsan,48_blood,n̥aːm,n̥aːm,n̥ aː m,,Deepadung2015,,,,,123
PangKham-48_blood-1,,PangKham,48_blood,n̥a:m,n̥a:m,n̥ aː m,,Deepadung2015,,,,,123
ManLoi-48_blood-1,,ManLoi,48_blood,n̥aːm,n̥aːm,n̥ aː m,,Deepadung2015,,,,,123
MengDan-48_blood-1,,MengDan,48_blood,n̥ɛːm,n̥ɛːm,n̥ ɛː m,,Deepadung2015,,,,,123
ChuDongGua-48_blood-1,,ChuDongGua,48_blood,n̥aːm,n̥aːm,n̥ aː m,,Deepadung2015,,,,,123
XiangZhaiTang-48_blood-1,,XiangZhaiTang,48_blood,n̥aːm,n̥aːm,n̥ aː m,,Deepadung2015,,,,,123
PongNuea-48_blood-1,,PongNuea,48_blood,n̥aːm,n̥aːm,n̥ aː m,,Deepadung2015,,,,,123
NyaungGone-48_blood-1,,NyaungGone,48_blood,n̥am,n̥am,n̥ a m,,Deepadung2015,,,,,123
NoeLae-48_blood-1,,NoeLae,48_blood,n̥am,n̥am,n̥ a m,,Deepadung2015,,,,,123
BanPaw-48_blood-1,,BanPaw,48_blood,n̥am,n̥am,n̥ a m,,Deepadung2015,,,,,123
ChaYeQing-48_blood-1,,ChaYeQing,48_blood,n̥aːm,n̥aːm,n̥ aː m,,Deepadung2015,,,,,123
GuangKa-48_blood-1,,GuangKa,48_blood,n̥aːm,n̥aːm,n̥ aː m,,Deepadung2015,,,,,123
MangBang-48_blood-1,,MangBang,48_blood,n̥aːm,n̥aːm,n̥ aː m,,Deepadung2015,,,,,123
NanSang-48_blood-1,,NanSang,48_blood,n̥aːm,n̥aːm,n̥ aː m,,Deepadung2015,,,,,123
NamHsan-49_personhuman-1,,NamHsan,49_personhuman,biː,biː,b iː,,Deepadung2015,,,,,1432
KhunHawt-49_personhuman-1,,KhunHawt,49_personhuman,ɓi:,ɓi:,ɓ iː,,Deepadung2015,,,,,1432
HtanHsan-49_personhuman-1,,HtanHsan,49_personhuman,ɓi,ɓi,ɓ i,,Deepadung2015,,,,,1432
PangKham-49_personhuman-1,,PangKham,49_personhuman,duʔiː,duʔiː,d u + ʔ iː,,Deepadung2015,,,,,1430 1431
ManLoi-49_personhuman-1,,ManLoi,49_personhuman,ɗuʔiː,ɗuʔiː,ɗ u + ʔ iː,,Deepadung2015,,,,,1430 1431
MengDan-49_personhuman-1,,MengDan,49_personhuman,duʔiː,duʔiː,d u + ʔ iː,,Deepadung2015,,,,,1430 1431
ChuDongGua-49_personhuman-1,,ChuDongGua,49_personhuman,duʔiː,duʔiː,d u + ʔ iː,,Deepadung2015,,,,,1430 1431
XiangZhaiTang-49_personhuman-1,,XiangZhaiTang,49_personhuman,naɁuj,naɁuj,n a + ʔ ui̯,,Deepadung2015,,,,,1433 1431
PongNuea-49_personhuman-1,,PongNuea,49_personhuman,duvɨj,duvɨj,d u + v ɨi̯,,Deepadung2015,,,,,1430 1432
NyaungGone-49_personhuman-1,,NyaungGone,49_personhuman,"ʔi, duʔi",ʔi,ʔ i,,Deepadung2015,,,,,1431
NoeLae-49_personhuman-1,,NoeLae,49_personhuman,duɁi,duɁi,d u + ʔ i,,Deepadung2015,,,,,1430 1431
BanPaw-49_personhuman-1,,BanPaw,49_personhuman,duɁɨj,duɁɨj,d u + ʔ ɨi̯,,Deepadung2015,,,,,1430 1431
ChaYeQing-49_personhuman-1,,ChaYeQing,49_personhuman,duʔuj,duʔuj,d u + ʔ ui̯,,Deepadung2015,,,,,1430 1431
GuangKa-49_personhuman-1,,GuangKa,49_personhuman,taɁiː,taɁiː,t a + ʔ iː,,Deepadung2015,,,,,1430 1431
MangBang-49_personhuman-1,,MangBang,49_personhuman,taɁiː,taɁiː,t a + ʔ iː,,Deepadung2015,,,,,1430 1431
NanSang-49_personhuman-1,,NanSang,49_personhuman,taɁiː,taɁiː,t a + ʔ iː,,Deepadung2015,,,,,1430 1431
NamHsan-50_child-1,,NamHsan,50_child,kuan,kuan,k u/w a n,,Deepadung2015,,,,,223
HtanHsan-50_child-1,,HtanHsan,50_child,kuan,kuan,k u/w a n,,Deepadung2015,,,,,223
PangKham-50_child-1,,PangKham,50_child,ɡɔːn,ɡɔːn,g ɔː n,,Deepadung2015,,,,,223
ManLoi-50_child-1,,ManLoi,50_child,ɡɔːn,ɡɔːn,g ɔː n,,Deepadung2015,,,,,223
MengDan-50_child-1,,MengDan,50_child,kɔnɲɔm,kɔnɲɔm,k ɔ n + ɲ ɔ m,,Deepadung2015,,,,,223 224
ChuDongGua-50_child-1,,ChuDongGua,50_child,kɔːn,kɔːn,k ɔː n,,Deepadung2015,,,,,223
XiangZhaiTang-50_child-1,,XiangZhaiTang,50_child,ɡɔːn,ɡɔːn,g ɔː n,,Deepadung2015,,,,,223
PongNuea-50_child-1,,PongNuea,50_child,ɡɔːn,ɡɔːn,g ɔː n,,Deepadung2015,,,,,223
NyaungGone-50_child-1,,NyaungGone,50_child,ɡɔn,ɡɔn,g ɔ n,,Deepadung2015,,,,,223
NoeLae-50_child-1,,NoeLae,50_child,ɡɔn,ɡɔn,g ɔ n,,Deepadung2015,,,,,223
BanPaw-50_child-1,,BanPaw,50_child,ɡɔn,ɡɔn,g ɔ n,,Deepadung2015,,,,,223
ChaYeQing-50_child-1,,ChaYeQing,50_child,koːn,koːn,k oː n,,Deepadung2015,,,,,223
GuangKa-50_child-1,,GuangKa,50_child,kɔːn,kɔːn,k ɔː n,,Deepadung2015,,,,,223
MangBang-50_child-1,,MangBang,50_child,kɔːn,kɔːn,k ɔː n,,Deepadung2015,,,,,223
NanSang-50_child-1,,NanSang,50_child,kɔːn,kɔːn,k ɔː n,,Deepadung2015,,,,,223
NamHsan-51_name-1,,NamHsan,51_name,ʨɨː,ʨɨː,tɕ ɨː,,Deepadung2015,,,,,1248
KhunHawt-51_name-1,,KhunHawt,51_name,ʥɨː,ʥɨː,dʑ ɨː,,Deepadung2015,,,,,1248
HtanHsan-51_name-1,,HtanHsan,51_name,ʥɨː,ʥɨː,dʑ ɨː,,Deepadung2015,,,,,1248
PangKham-51_name-1,,PangKham,51_name,ʨɨː,ʨɨː,tɕ ɨː,,Deepadung2015,,,,,1248
ManLoi-51_name-1,,ManLoi,51_name,ʨɨː,ʨɨː,tɕ ɨː,,Deepadung2015,,,,,1248
MengDan-51_name-1,,MengDan,51_name,ʨɨː,ʨɨː,tɕ ɨː,,Deepadung2015,,,,,1248
ChuDongGua-51_name-1,,ChuDongGua,51_name,ʨɨː,ʨɨː,tɕ ɨː,,Deepadung2015,,,,,1248
XiangZhaiTang-51_name-1,,XiangZhaiTang,51_name,ʨɨː,ʨɨː,tɕ ɨː,,Deepadung2015,,,,,1248
PongNuea-51_name-1,,PongNuea,51_name,ʨɨː,ʨɨː,tɕ ɨː,,Deepadung2015,,,,,1248
NyaungGone-51_name-1,,NyaungGone,51_name,cɨ,cɨ,c ɨ,,Deepadung2015,,,,,1248
NoeLae-51_name-1,,NoeLae,51_name,cɨ,cɨ,c ɨ,,Deepadung2015,,,,,1248
BanPaw-51_name-1,,BanPaw,51_name,cɨ,cɨ,c ɨ,,Deepadung2015,,,,,1248
ChaYeQing-51_name-1,,ChaYeQing,51_name,ʥɨː,ʥɨː,dʑ ɨː,,Deepadung2015,,,,,1248
MangBang-51_name-1,,MangBang,51_name,ʥɨː,ʥɨː,dʑ ɨː,,Deepadung2015,,,,,1248
NanSang-51_name-1,,NanSang,51_name,ʨɨː,ʨɨː,tɕ ɨː,,Deepadung2015,,,,,1248
NamHsan-52_roadpath-1,,NamHsan,52_roadpath,radeːŋ,radeːŋ,r a + d eː ŋ,,Deepadung2015,,,,,1511 1509
KhunHawt-52_roadpath-1,,KhunHawt,52_roadpath,rade:ŋ,rade:ŋ,r a + d eː ŋ,,Deepadung2015,,,,,1511 1509
HtanHsan-52_roadpath-1,,HtanHsan,52_roadpath,d̤eːŋ,d̤eːŋ,dʱ eː ŋ,,Deepadung2015,,,,,1509
PangKham-52_roadpath-1,,PangKham,52_roadpath,nteːŋ,nteːŋ,Ø/ə n + t eː ŋ,,Deepadung2015,,,,,1508 1509
ManLoi-52_roadpath-1,,ManLoi,52_roadpath,nteːŋ,nteːŋ,Ø/ə n + t eː ŋ,,Deepadung2015,,,,,1508 1509
ChuDongGua-52_roadpath-1,,ChuDongGua,52_roadpath,deŋ daːŋ,deŋ daːŋ,d e ŋ + d aː ŋ,,Deepadung2015,,,,,1509 1510
XiangZhaiTang-52_roadpath-1,,XiangZhaiTang,52_roadpath,nteːn,nteːn,Ø/ə n + t eː n,,Deepadung2015,,,,,1508 1509
PongNuea-52_roadpath-1,,PongNuea,52_roadpath,nteːɲ,nteːɲ,Ø/ə n + t eː ɲ,,Deepadung2015,,,,,1508 1509
NyaungGone-52_roadpath-1,,NyaungGone,52_roadpath,n ten,n ten,Ø/ə n + t e n,,Deepadung2015,,,,,1508 1509
NoeLae-52_roadpath-1,,NoeLae,52_roadpath,n teɲ,n teɲ,Ø/ə n + t e ɲ,,Deepadung2015,,,,,1508 1509
BanPaw-52_roadpath-1,,BanPaw,52_roadpath,n teɲ,n teɲ,Ø/ə n + t e ɲ,,Deepadung2015,,,,,1508 1509
ChaYeQing-52_roadpath-1,,ChaYeQing,52_roadpath,ndɔːn,ndɔːn,Ø/ə n + d ɔː n,,Deepadung2015,,,,,1265 1509
GuangKa-52_roadpath-1,,GuangKa,52_roadpath,ndɔːn,ndɔːn,Ø/ə n + d ɔː n,,Deepadung2015,,,,,1508 1509
MangBang-52_roadpath-1,,MangBang,52_roadpath,ndɔːn,ndɔːn,Ø/ə n + d ɔː n,,Deepadung2015,,,,,1508 1509
NanSang-52_roadpath-1,,NanSang,52_roadpath,n dɔn,n dɔn,Ø/ə n + d ɔ n,,Deepadung2015,,,,,1508 1509
NamHsan-53_sew-1,,NamHsan,53_sew,ʥɨŋ,ʥɨŋ,dʑ ɨ ŋ,,Deepadung2015,,,,,1652
KhunHawt-53_sew-1,,KhunHawt,53_sew,ʥeɲ,ʥeɲ,dʑ e ɲ,,Deepadung2015,,,,,1652
HtanHsan-53_sew-1,,HtanHsan,53_sew,ʥiɲ,ʥiɲ,dʑ i ɲ,,Deepadung2015,,,,,1652
PangKham-53_sew-1,,PangKham,53_sew,ʨiŋ,ʨiŋ,tɕ i ŋ,,Deepadung2015,,,,,1652
ManLoi-53_sew-1,,ManLoi,53_sew,ʨin,ʨin,tɕ i n,,Deepadung2015,,,,,1652
MengDan-53_sew-1,,MengDan,53_sew,ʨiŋ,ʨiŋ,tɕ i ŋ,,Deepadung2015,,,,,1652
ChuDongGua-53_sew-1,,ChuDongGua,53_sew,ʥiŋ,ʥiŋ,dʑ i ŋ,,Deepadung2015,,,,,1652
XiangZhaiTang-53_sew-1,,XiangZhaiTang,53_sew,ʨiɲ,ʨiɲ,tɕ i ɲ,,Deepadung2015,,,,,1652
PongNuea-53_sew-1,,PongNuea,53_sew,ʨiɲ,ʨiɲ,tɕ i ɲ,,Deepadung2015,,,,,1652
NyaungGone-53_sew-1,,NyaungGone,53_sew,cin,cin,c i n,,Deepadung2015,,,,,1652
NoeLae-53_sew-1,,NoeLae,53_sew,ciɲ,ciɲ,c i ɲ,,Deepadung2015,,,,,1652
BanPaw-53_sew-1,,BanPaw,53_sew,cin,cin,c i n,,Deepadung2015,,,,,1652
ChaYeQing-53_sew-1,,ChaYeQing,53_sew,ʥen,ʥen,dʑ e n,,Deepadung2015,,,,,1652
GuangKa-53_sew-1,,GuangKa,53_sew,kaʥən,kaʥən,k a + dʑ ə n,,Deepadung2015,,,,,175 1652
MangBang-53_sew-1,,MangBang,53_sew,ʥən,ʥən,dʑ ə n,,Deepadung2015,,,,,1652
NanSang-53_sew-1,,NanSang,53_sew,ʥən,ʥən,dʑ ə n,,Deepadung2015,,,,,1652
NamHsan-54_fire-1,,NamHsan,54_fire,ŋar,ŋar,ŋ a r,,Deepadung2015,,,,,576
KhunHawt-54_fire-1,,KhunHawt,54_fire,ŋar,ŋar,ŋ a r,,Deepadung2015,,,,,576
HtanHsan-54_fire-1,,HtanHsan,54_fire,ŋal,ŋal,ŋ a l,,Deepadung2015,,,,,576
PangKham-54_fire-1,,PangKham,54_fire,ŋɔː,ŋɔː,ŋ ɔː,,Deepadung2015,,,,,576
ManLoi-54_fire-1,,ManLoi,54_fire,ŋɔː,ŋɔː,ŋ ɔː,,Deepadung2015,,,,,576
MengDan-54_fire-1,,MengDan,54_fire,ŋal,ŋal,ŋ a l,,Deepadung2015,,,,,576
ChuDongGua-54_fire-1,,ChuDongGua,54_fire,ŋɔr,ŋɔr,ŋ ɔ r,,Deepadung2015,,,,,576
XiangZhaiTang-54_fire-1,,XiangZhaiTang,54_fire,ŋɔː,ŋɔː,ŋ ɔː,,Deepadung2015,,,,,576
PongNuea-54_fire-1,,PongNuea,54_fire,ŋɔː,ŋɔː,ŋ ɔː,,Deepadung2015,,,,,576
NyaungGone-54_fire-1,,NyaungGone,54_fire,ŋɔ,ŋɔ,ŋ ɔ,,Deepadung2015,,,,,576
NoeLae-54_fire-1,,NoeLae,54_fire,ŋɔ,ŋɔ,ŋ ɔ,,Deepadung2015,,,,,576
BanPaw-54_fire-1,,BanPaw,54_fire,ŋɔ,ŋɔ,ŋ ɔ,,Deepadung2015,,,,,576
ChaYeQing-54_fire-1,,ChaYeQing,54_fire,ŋaj,ŋaj,ŋ ai̯,,Deepadung2015,,,,,576
GuangKa-54_fire-1,,GuangKa,54_fire,ŋaj,ŋaj,ŋ ai̯,,Deepadung2015,,,,,576
