ID,Form_ID,Form,Cognateset_ID,Doubt,Cognate_Detection_Method,Source,Alignment,Alignment_Method,Alignment_Source
NoeLae-31_hair-1-1,NoeLae-31_hair-1,hɨk ɡiɲ,1-31,false,expert,Deepadung2015,,,
BanPaw-31_hair-1-1,BanPaw-31_hair-1,hɨk ɡɨɲ,1-31,false,expert,Deepadung2015,,,
ChaYeQing-31_hair-1-1,ChaYeQing-31_hair-1,hɨk ken,1-31,false,expert,Deepadung2015,,,
GuangKa-31_hair-1-1,GuangKa-31_hair-1,hɨk ken,1-31,false,expert,Deepadung2015,,,
MangBang-31_hair-1-1,MangBang-31_hair-1,hɨkkən,1-31,false,expert,Deepadung2015,,,
NanSang-31_hair-1-1,NanSang-31_hair-1,hɨkkən,1-31,false,expert,Deepadung2015,,,
NamHsan-32_eye-1-1,NamHsan-32_eye-1,ŋaːj,1-32,false,expert,Deepadung2015,,,
KhunHawt-32_eye-1-1,KhunHawt-32_eye-1,ŋaːj,1-32,false,expert,Deepadung2015,,,
HtanHsan-32_eye-1-1,HtanHsan-32_eye-1,ŋaːj,1-32,false,expert,Deepadung2015,,,
PangKham-32_eye-1-1,PangKham-32_eye-1,bleː ŋaːj,1-32,false,expert,Deepadung2015,,,
ManLoi-32_eye-1-1,ManLoi-32_eye-1,bleː ŋaːj,1-32,false,expert,Deepadung2015,,,
MengDan-32_eye-1-1,MengDan-32_eye-1,ŋaːj,1-32,false,expert,Deepadung2015,,,
ChuDongGua-32_eye-1-1,ChuDongGua-32_eye-1,ŋaːj,1-32,false,expert,Deepadung2015,,,
XiangZhaiTang-32_eye-1-1,XiangZhaiTang-32_eye-1,ŋaːj,1-32,false,expert,Deepadung2015,,,
PongNuea-32_eye-1-1,PongNuea-32_eye-1,ŋaːj,1-32,false,expert,Deepadung2015,,,
NyaungGone-32_eye-1-1,NyaungGone-32_eye-1,ŋaj,1-32,false,expert,Deepadung2015,,,
NoeLae-32_eye-1-1,NoeLae-32_eye-1,ŋaj,1-32,false,expert,Deepadung2015,,,
BanPaw-32_eye-1-1,BanPaw-32_eye-1,ŋaj,1-32,false,expert,Deepadung2015,,,
ChaYeQing-32_eye-1-1,ChaYeQing-32_eye-1,ŋaːj,1-32,false,expert,Deepadung2015,,,
GuangKa-32_eye-1-1,GuangKa-32_eye-1,ŋaːj,1-32,false,expert,Deepadung2015,,,
MangBang-32_eye-1-1,MangBang-32_eye-1,ŋaːj,1-32,false,expert,Deepadung2015,,,
NanSang-32_eye-1-1,NanSang-32_eye-1,ŋaːj,1-32,false,expert,Deepadung2015,,,
NamHsan-33_nose-1-1,NamHsan-33_nose-1,kɔŋmuh,1-33,false,expert,Deepadung2015,,,
KhunHawt-33_nose-1-1,KhunHawt-33_nose-1,kɔŋmur̥,2-33,false,expert,Deepadung2015,,,
HtanHsan-33_nose-1-1,HtanHsan-33_nose-1,kɔŋmuh,1-33,false,expert,Deepadung2015,,,
PangKham-33_nose-1-1,PangKham-33_nose-1,ɡɔŋmuh,1-33,false,expert,Deepadung2015,,,
ManLoi-33_nose-1-1,ManLoi-33_nose-1,ɡɔŋmuh,1-33,false,expert,Deepadung2015,,,
MengDan-33_nose-1-1,MengDan-33_nose-1,ʔamujh,1-33,false,expert,Deepadung2015,,,
ChuDongGua-33_nose-1-1,ChuDongGua-33_nose-1,mujh,1-33,false,expert,Deepadung2015,,,
XiangZhaiTang-33_nose-1-1,XiangZhaiTang-33_nose-1,ɡuŋmuh,1-33,false,expert,Deepadung2015,,,
PongNuea-33_nose-1-1,PongNuea-33_nose-1,ɡuŋmuh,1-33,false,expert,Deepadung2015,,,
NyaungGone-33_nose-1-1,NyaungGone-33_nose-1,ɡumuh,1-33,false,expert,Deepadung2015,,,
NoeLae-33_nose-1-1,NoeLae-33_nose-1,ɡoŋmuh,1-33,false,expert,Deepadung2015,,,
BanPaw-33_nose-1-1,BanPaw-33_nose-1,ɡuŋmuh,1-33,false,expert,Deepadung2015,,,
ChaYeQing-33_nose-1-1,ChaYeQing-33_nose-1,kadoŋmuh,1-33,false,expert,Deepadung2015,,,
GuangKa-33_nose-1-1,GuangKa-33_nose-1,kaduŋ muh,1-33,false,expert,Deepadung2015,,,
MangBang-33_nose-1-1,MangBang-33_nose-1,kadɔŋ muh,1-33,false,expert,Deepadung2015,,,
NanSang-33_nose-1-1,NanSang-33_nose-1,kaduŋmuh,1-33,false,expert,Deepadung2015,,,
NamHsan-34_ear-1-1,NamHsan-34_ear-1,lajʨhɔːɁ,1-34,false,expert,Deepadung2015,,,
KhunHawt-34_ear-1-1,KhunHawt-34_ear-1,ralaŋ,2-34,false,expert,Deepadung2015,,,
HtanHsan-34_ear-1-1,HtanHsan-34_ear-1,lalaŋ,2-34,false,expert,Deepadung2015,,,
PangKham-34_ear-1-1,PangKham-34_ear-1,j̊ok,1-34,false,expert,Deepadung2015,,,
ManLoi-34_ear-1-1,ManLoi-34_ear-1,lɛːj̊ok,1-34,false,expert,Deepadung2015,,,
MengDan-34_ear-1-1,MengDan-34_ear-1,j̊ok,1-34,false,expert,Deepadung2015,,,
ChuDongGua-34_ear-1-1,ChuDongGua-34_ear-1,j̊o?,1-34,false,expert,Deepadung2015,,,
XiangZhaiTang-34_ear-1-1,XiangZhaiTang-34_ear-1,j̊auɁ,1-34,false,expert,Deepadung2015,,,
PongNuea-34_ear-1-1,PongNuea-34_ear-1,jaj̊auɁ,1-34,false,expert,Deepadung2015,,,
NyaungGone-34_ear-1-1,NyaungGone-34_ear-1,j̊ouʔ,1-34,false,expert,Deepadung2015,,,
NoeLae-34_ear-1-1,NoeLae-34_ear-1,Ɂaj̊ouʔ,1-34,false,expert,Deepadung2015,,,
BanPaw-34_ear-1-1,BanPaw-34_ear-1,Ɂaj̊ouɁ,1-34,false,expert,Deepadung2015,,,
ChaYeQing-34_ear-1-1,ChaYeQing-34_ear-1,ʨhok,1-34,false,expert,Deepadung2015,,,
GuangKa-34_ear-1-1,GuangKa-34_ear-1,ʨhok,1-34,false,expert,Deepadung2015,,,
MangBang-34_ear-1-1,MangBang-34_ear-1,laʨhok,1-34,false,expert,Deepadung2015,,,
NanSang-34_ear-1-1,NanSang-34_ear-1,ʨhok,1-34,false,expert,Deepadung2015,,,
NamHsan-35_mouth-1-1,NamHsan-35_mouth-1,moːɁ,1-35,false,expert,Deepadung2015,,,
KhunHawt-35_mouth-1-1,KhunHawt-35_mouth-1,mur̥,2-35,false,expert,Deepadung2015,,,
HtanHsan-35_mouth-1-1,HtanHsan-35_mouth-1,mur̥,2-35,false,expert,Deepadung2015,,,
PangKham-35_mouth-1-1,PangKham-35_mouth-1,muaɁ,1-35,false,expert,Deepadung2015,,,
ManLoi-35_mouth-1-1,ManLoi-35_mouth-1,muaɁ,1-35,false,expert,Deepadung2015,,,
MengDan-35_mouth-1-1,MengDan-35_mouth-1,mojɁ,1-35,false,expert,Deepadung2015,,,
ChuDongGua-35_mouth-1-1,ChuDongGua-35_mouth-1,mojɁ,1-35,false,expert,Deepadung2015,,,
XiangZhaiTang-35_mouth-1-1,XiangZhaiTang-35_mouth-1,mojɁ,1-35,false,expert,Deepadung2015,,,
PongNuea-35_mouth-1-1,PongNuea-35_mouth-1,moːc,1-35,false,expert,Deepadung2015,,,
NyaungGone-35_mouth-1-1,NyaungGone-35_mouth-1,moc,1-35,false,expert,Deepadung2015,,,
NoeLae-35_mouth-1-1,NoeLae-35_mouth-1,moc,1-35,false,expert,Deepadung2015,,,
BanPaw-35_mouth-1-1,BanPaw-35_mouth-1,mot,1-35,false,expert,Deepadung2015,,,
ChaYeQing-35_mouth-1-1,ChaYeQing-35_mouth-1,mojʔ,1-35,false,expert,Deepadung2015,,,
GuangKa-35_mouth-1-1,GuangKa-35_mouth-1,mojʔ,1-35,false,expert,Deepadung2015,,,
MangBang-35_mouth-1-1,MangBang-35_mouth-1,mojʔ,1-35,false,expert,Deepadung2015,,,
NanSang-35_mouth-1-1,NanSang-35_mouth-1,mojɁ,1-35,false,expert,Deepadung2015,,,
NamHsan-36_tongue-1-1,NamHsan-36_tongue-1,kәrɗaɁ,1-36,false,expert,Deepadung2015,,,
KhunHawt-36_tongue-1-1,KhunHawt-36_tongue-1,kәrɗaɁ,1-36,false,expert,Deepadung2015,,,
HtanHsan-36_tongue-1-1,HtanHsan-36_tongue-1,kәrɗaɁ,1-36,false,expert,Deepadung2015,,,
PangKham-36_tongue-1-1,PangKham-36_tongue-1,kaɗaɁ,1-36,false,expert,Deepadung2015,,,
ManLoi-36_tongue-1-1,ManLoi-36_tongue-1,kaɗaɁ,1-36,false,expert,Deepadung2015,,,
MengDan-36_tongue-1-1,MengDan-36_tongue-1,kədɛʔ,1-36,false,expert,Deepadung2015,,,
ChuDongGua-36_tongue-1-1,ChuDongGua-36_tongue-1,kaɗaʔ,1-36,false,expert,Deepadung2015,,,
XiangZhaiTang-36_tongue-1-1,XiangZhaiTang-36_tongue-1,sɨdaʔ,1-36,false,expert,Deepadung2015,,,
PongNuea-36_tongue-1-1,PongNuea-36_tongue-1,sadaɁ,1-36,false,expert,Deepadung2015,,,
NyaungGone-36_tongue-1-1,NyaungGone-36_tongue-1,sadăʔ,1-36,false,expert,Deepadung2015,,,
NoeLae-36_tongue-1-1,NoeLae-36_tongue-1,sadăɁ,1-36,false,expert,Deepadung2015,,,
BanPaw-36_tongue-1-1,BanPaw-36_tongue-1,sɨdăʔ,1-36,false,expert,Deepadung2015,,,
ChaYeQing-36_tongue-1-1,ChaYeQing-36_tongue-1,khadaʔ,1-36,false,expert,Deepadung2015,,,
GuangKa-36_tongue-1-1,GuangKa-36_tongue-1,sataɁ,1-36,false,expert,Deepadung2015,,,
MangBang-36_tongue-1-1,MangBang-36_tongue-1,sətaːɁ,1-36,false,expert,Deepadung2015,,,
NanSang-36_tongue-1-1,NanSang-36_tongue-1,sataɁ,1-36,false,expert,Deepadung2015,,,
NamHsan-37_tooth-1-1,NamHsan-37_tooth-1,r̥aːŋ,1-37,false,expert,Deepadung2015,,,
KhunHawt-37_tooth-1-1,KhunHawt-37_tooth-1,r̥aːŋ,1-37,false,expert,Deepadung2015,,,
HtanHsan-37_tooth-1-1,HtanHsan-37_tooth-1,r̥aːŋ,1-37,false,expert,Deepadung2015,,,
PangKham-37_tooth-1-1,PangKham-37_tooth-1,r̥aːŋ,1-37,false,expert,Deepadung2015,,,
ManLoi-37_tooth-1-1,ManLoi-37_tooth-1,r̥aːŋ,1-37,false,expert,Deepadung2015,,,
MengDan-37_tooth-1-1,MengDan-37_tooth-1,r̥ɛːŋ,1-37,false,expert,Deepadung2015,,,
ChuDongGua-37_tooth-1-1,ChuDongGua-37_tooth-1,ʂaːŋ,1-37,false,expert,Deepadung2015,,,
XiangZhaiTang-37_tooth-1-1,XiangZhaiTang-37_tooth-1,r̥aːŋ,1-37,false,expert,Deepadung2015,,,
PongNuea-37_tooth-1-1,PongNuea-37_tooth-1,r̥aːŋ,1-37,false,expert,Deepadung2015,,,
NyaungGone-37_tooth-1-1,NyaungGone-37_tooth-1,r̥ak,1-37,false,expert,Deepadung2015,,,
NoeLae-37_tooth-1-1,NoeLae-37_tooth-1,r̥aŋ,1-37,false,expert,Deepadung2015,,,
BanPaw-37_tooth-1-1,BanPaw-37_tooth-1,r̥aŋ,1-37,false,expert,Deepadung2015,,,
ChaYeQing-37_tooth-1-1,ChaYeQing-37_tooth-1,xaːŋ,1-37,false,expert,Deepadung2015,,,
GuangKa-37_tooth-1-1,GuangKa-37_tooth-1,ᶊaːŋ,1-37,false,expert,Deepadung2015,,,
MangBang-37_tooth-1-1,MangBang-37_tooth-1,xaːŋ,1-37,false,expert,Deepadung2015,,,
NanSang-37_tooth-1-1,NanSang-37_tooth-1,xaːŋ,1-37,false,expert,Deepadung2015,,,
NamHsan-38_abdomen-1-1,NamHsan-38_abdomen-1,vɛɁ,1-38,false,expert,Deepadung2015,,,
KhunHawt-38_abdomen-1-1,KhunHawt-38_abdomen-1,vac,1-38,false,expert,Deepadung2015,,,
HtanHsan-38_abdomen-1-1,HtanHsan-38_abdomen-1,vaic,1-38,false,expert,Deepadung2015,,,
PangKham-38_abdomen-1-1,PangKham-38_abdomen-1,waɁ,1-38,false,expert,Deepadung2015,,,
ManLoi-38_abdomen-1-1,ManLoi-38_abdomen-1,vaiɁ,1-38,false,expert,Deepadung2015,,,
MengDan-38_abdomen-1-1,MengDan-38_abdomen-1,veʔ,1-38,false,expert,Deepadung2015,,,
ChuDongGua-38_abdomen-1-1,ChuDongGua-38_abdomen-1,vɛʔ,1-38,false,expert,Deepadung2015,,,
XiangZhaiTang-38_abdomen-1-1,XiangZhaiTang-38_abdomen-1,vac,1-38,false,expert,Deepadung2015,,,
PongNuea-38_abdomen-1-1,PongNuea-38_abdomen-1,vaic,1-38,false,expert,Deepadung2015,,,
NyaungGone-38_abdomen-1-1,NyaungGone-38_abdomen-1,văt,1-38,false,expert,Deepadung2015,,,
NoeLae-38_abdomen-1-1,NoeLae-38_abdomen-1,văc,1-38,false,expert,Deepadung2015,,,
BanPaw-38_abdomen-1-1,BanPaw-38_abdomen-1,văt,1-38,false,expert,Deepadung2015,,,
ChaYeQing-38_abdomen-1-1,ChaYeQing-38_abdomen-1,vat,1-38,false,expert,Deepadung2015,,,
GuangKa-38_abdomen-1-1,GuangKa-38_abdomen-1,vat,1-38,false,expert,Deepadung2015,,,
MangBang-38_abdomen-1-1,MangBang-38_abdomen-1,vat,1-38,false,expert,Deepadung2015,,,
NanSang-38_abdomen-1-1,NanSang-38_abdomen-1,vat,1-38,false,expert,Deepadung2015,,,
NamHsan-39_heart-1-1,NamHsan-39_heart-1,ble phәːm,1-39,false,expert,Deepadung2015,,,
KhunHawt-39_heart-1-1,KhunHawt-39_heart-1,blej phә:m,1-39,false,expert,Deepadung2015,,,
HtanHsan-39_heart-1-1,HtanHsan-39_heart-1,blej phәːm,1-39,false,expert,Deepadung2015,,,
PangKham-39_heart-1-1,PangKham-39_heart-1,bleː phәːm,1-39,false,expert,Deepadung2015,,,
ManLoi-39_heart-1-1,ManLoi-39_heart-1,bleː phәːm,1-39,false,expert,Deepadung2015,,,
MengDan-39_heart-1-1,MengDan-39_heart-1,bli nɔjh,2-39,false,expert,Deepadung2015,,,
ChuDongGua-39_heart-1-1,ChuDongGua-39_heart-1,nɔːj,2-39,false,expert,Deepadung2015,,,
XiangZhaiTang-39_heart-1-1,XiangZhaiTang-39_heart-1,blejnɔx,2-39,false,expert,Deepadung2015,,,
PongNuea-39_heart-1-1,PongNuea-39_heart-1,berɔː,3-39,false,expert,Deepadung2015,,,
NoeLae-39_heart-1-1,NoeLae-39_heart-1,baraw,3-39,false,expert,Deepadung2015,,,
BanPaw-39_heart-1-1,BanPaw-39_heart-1,mahujə,4-39,false,expert,Deepadung2015,,,
ChaYeQing-39_heart-1-1,ChaYeQing-39_heart-1,blɔːjnɔh,2-39,false,expert,Deepadung2015,,,
GuangKa-39_heart-1-1,GuangKa-39_heart-1,poŋ kənɔh,2-39,false,expert,Deepadung2015,,,
MangBang-39_heart-1-1,MangBang-39_heart-1,kənɔh,2-39,false,expert,Deepadung2015,,,
NanSang-39_heart-1-1,NanSang-39_heart-1,poŋkanɔh,2-39,false,expert,Deepadung2015,,,
NamHsan-40_liver-1-1,NamHsan-40_liver-1,kәrɗɔːm,1-40,false,expert,Deepadung2015,,,
KhunHawt-40_liver-1-1,KhunHawt-40_liver-1,kaɗoːm,1-40,false,expert,Deepadung2015,,,
HtanHsan-40_liver-1-1,HtanHsan-40_liver-1,kaɗoːm,1-40,false,expert,Deepadung2015,,,
PangKham-40_liver-1-1,PangKham-40_liver-1,kaɗɔːm,1-40,false,expert,Deepadung2015,,,
ManLoi-40_liver-1-1,ManLoi-40_liver-1,khaɗɔːm,1-40,false,expert,Deepadung2015,,,
MengDan-40_liver-1-1,MengDan-40_liver-1,kəɗɔːm,1-40,false,expert,Deepadung2015,,,
ChuDongGua-40_liver-1-1,ChuDongGua-40_liver-1,kaɗɔːm,1-40,false,expert,Deepadung2015,,,
XiangZhaiTang-40_liver-1-1,XiangZhaiTang-40_liver-1,kadoːm,1-40,false,expert,Deepadung2015,,,
PongNuea-40_liver-1-1,PongNuea-40_liver-1,kadoːm,1-40,false,expert,Deepadung2015,,,
NyaungGone-40_liver-1-1,NyaungGone-40_liver-1,kadom,1-40,false,expert,Deepadung2015,,,
NoeLae-40_liver-1-1,NoeLae-40_liver-1,kadom,1-40,false,expert,Deepadung2015,,,
BanPaw-40_liver-1-1,BanPaw-40_liver-1,kadom,1-40,false,expert,Deepadung2015,,,
ChaYeQing-40_liver-1-1,ChaYeQing-40_liver-1,kadoːm,1-40,false,expert,Deepadung2015,,,
GuangKa-40_liver-1-1,GuangKa-40_liver-1,katɔːm,1-40,false,expert,Deepadung2015,,,
MangBang-40_liver-1-1,MangBang-40_liver-1,katɔːm,1-40,false,expert,Deepadung2015,,,
MengDan-41_intestines-1-1,MengDan-41_intestines-1,rɔːn ʔiar,1-41,false,expert,Deepadung2015,,,
ChuDongGua-41_intestines-1-1,ChuDongGua-41_intestines-1,rɔːn,1-41,false,expert,Deepadung2015,,,
XiangZhaiTang-41_intestines-1-1,XiangZhaiTang-41_intestines-1,vac,2-41,false,expert,Deepadung2015,,,
PongNuea-41_intestines-1-1,PongNuea-41_intestines-1,ɲɔŋ vaic,2-41,false,expert,Deepadung2015,,,
NyaungGone-41_intestines-1-1,NyaungGone-41_intestines-1,ɲɔŋ vat,2-41,false,expert,Deepadung2015,,,
NoeLae-41_intestines-1-1,NoeLae-41_intestines-1,ɲɔŋ vac,2-41,false,expert,Deepadung2015,,,
BanPaw-41_intestines-1-1,BanPaw-41_intestines-1,ɲɔŋ văt,2-41,false,expert,Deepadung2015,,,
ChaYeQing-41_intestines-1-1,ChaYeQing-41_intestines-1,khəɣan,3-41,false,expert,Deepadung2015,,,
MangBang-41_intestines-1-1,MangBang-41_intestines-1,sɔnvat,2-41,false,expert,Deepadung2015,,,
NanSang-41_intestines-1-1,NanSang-41_intestines-1,sɔnvat,2-41,false,expert,Deepadung2015,,,
NamHsan-42_hand-1-1,NamHsan-42_hand-1,ɗiː,1-42,false,expert,Deepadung2015,,,
KhunHawt-42_hand-1-1,KhunHawt-42_hand-1,ɗi:,1-42,false,expert,Deepadung2015,,,
HtanHsan-42_hand-1-1,HtanHsan-42_hand-1,ɗiː,1-42,false,expert,Deepadung2015,,,
PangKham-42_hand-1-1,PangKham-42_hand-1,ɗaj,2-42,false,expert,Deepadung2015,,,
ManLoi-42_hand-1-1,ManLoi-42_hand-1,ɗaj,2-42,false,expert,Deepadung2015,,,
MengDan-42_hand-1-1,MengDan-42_hand-1,ɗaj,2-42,false,expert,Deepadung2015,,,
ChuDongGua-42_hand-1-1,ChuDongGua-42_hand-1,ɗaj,2-42,false,expert,Deepadung2015,,,
XiangZhaiTang-42_hand-1-1,XiangZhaiTang-42_hand-1,dɛː,1-42,false,expert,Deepadung2015,,,
PongNuea-42_hand-1-1,PongNuea-42_hand-1,dɛː,1-42,false,expert,Deepadung2015,,,
NyaungGone-42_hand-1-1,NyaungGone-42_hand-1,dɛ,1-42,false,expert,Deepadung2015,,,
NoeLae-42_hand-1-1,NoeLae-42_hand-1,dɛ,1-42,false,expert,Deepadung2015,,,
BanPaw-42_hand-1-1,BanPaw-42_hand-1,dɛ,1-42,false,expert,Deepadung2015,,,
ChaYeQing-42_hand-1-1,ChaYeQing-42_hand-1,ɗaj,2-42,false,expert,Deepadung2015,,,
GuangKa-42_hand-1-1,GuangKa-42_hand-1,taj,2-42,false,expert,Deepadung2015,,,
MangBang-42_hand-1-1,MangBang-42_hand-1,taj,2-42,false,expert,Deepadung2015,,,
NanSang-42_hand-1-1,NanSang-42_hand-1,taiɁ,2-42,false,expert,Deepadung2015,,,
NamHsan-43_nail-1-1,NamHsan-43_nail-1,rәnim,1-43,false,expert,Deepadung2015,,,
KhunHawt-43_nail-1-1,KhunHawt-43_nail-1,rәnimɗiː,1-43,false,expert,Deepadung2015,,,
HtanHsan-43_nail-1-1,HtanHsan-43_nail-1,rәnhim,1-43,false,expert,Deepadung2015,,,
PangKham-43_nail-1-1,PangKham-43_nail-1,ʔahim,2-43,false,expert,Deepadung2015,,,
ManLoi-43_nail-1-1,ManLoi-43_nail-1,ʔahim,2-43,false,expert,Deepadung2015,,,
MengDan-43_nail-1-1,MengDan-43_nail-1,ʔahim,2-43,false,expert,Deepadung2015,,,
ChuDongGua-43_nail-1-1,ChuDongGua-43_nail-1,ʔahim,2-43,false,expert,Deepadung2015,,,
XiangZhaiTang-43_nail-1-1,XiangZhaiTang-43_nail-1,ŋhiːm,2-43,false,expert,Deepadung2015,,,
PongNuea-43_nail-1-1,PongNuea-43_nail-1,ŋhiːm,2-43,false,expert,Deepadung2015,,,
NyaungGone-43_nail-1-1,NyaungGone-43_nail-1,ŋ him,2-43,false,expert,Deepadung2015,,,
NoeLae-43_nail-1-1,NoeLae-43_nail-1,ŋ him,2-43,false,expert,Deepadung2015,,,
BanPaw-43_nail-1-1,BanPaw-43_nail-1,ŋ him,2-43,false,expert,Deepadung2015,,,
ChaYeQing-43_nail-1-1,ChaYeQing-43_nail-1,khiːm,3-43,false,expert,Deepadung2015,,,
GuangKa-43_nail-1-1,GuangKa-43_nail-1,khiːm,3-43,false,expert,Deepadung2015,,,
MangBang-43_nail-1-1,MangBang-43_nail-1,khiːm,3-43,false,expert,Deepadung2015,,,
NanSang-43_nail-1-1,NanSang-43_nail-1,kiːm,3-43,false,expert,Deepadung2015,,,
NamHsan-44_foot-1-1,NamHsan-44_foot-1,ʥәŋ,1-44,false,expert,Deepadung2015,,,
KhunHawt-44_foot-1-1,KhunHawt-44_foot-1,ʥәːŋ,1-44,false,expert,Deepadung2015,,,
HtanHsan-44_foot-1-1,HtanHsan-44_foot-1,ʥәːŋ,1-44,false,expert,Deepadung2015,,,
PangKham-44_foot-1-1,PangKham-44_foot-1,ʨeŋ,1-44,false,expert,Deepadung2015,,,
ManLoi-44_foot-1-1,ManLoi-44_foot-1,ʨeːŋ,1-44,false,expert,Deepadung2015,,,
MengDan-44_foot-1-1,MengDan-44_foot-1,ʨəŋ,1-44,false,expert,Deepadung2015,,,
ChuDongGua-44_foot-1-1,ChuDongGua-44_foot-1,ʥəŋ,1-44,false,expert,Deepadung2015,,,
XiangZhaiTang-44_foot-1-1,XiangZhaiTang-44_foot-1,ʨeːn,1-44,false,expert,Deepadung2015,,,
PongNuea-44_foot-1-1,PongNuea-44_foot-1,ceɲ,1-44,false,expert,Deepadung2015,,,
NyaungGone-44_foot-1-1,NyaungGone-44_foot-1,plɔ,2-44,false,expert,Deepadung2015,,,
NoeLae-44_foot-1-1,NoeLae-44_foot-1,ceɲ,1-44,false,expert,Deepadung2015,,,
BanPaw-44_foot-1-1,BanPaw-44_foot-1,ceɲ,1-44,false,expert,Deepadung2015,,,
ChaYeQing-44_foot-1-1,ChaYeQing-44_foot-1,ʥɔːn,1-44,false,expert,Deepadung2015,,,
GuangKa-44_foot-1-1,GuangKa-44_foot-1,ʥɔːn,1-44,false,expert,Deepadung2015,,,
MangBang-44_foot-1-1,MangBang-44_foot-1,ʥɔːn,1-44,false,expert,Deepadung2015,,,
NanSang-44_foot-1-1,NanSang-44_foot-1,ʥɔːn,1-44,false,expert,Deepadung2015,,,
NamHsan-45_bone-1-1,NamHsan-45_bone-1,kaɁaːŋ,1-45,false,expert,Deepadung2015,,,
KhunHawt-45_bone-1-1,KhunHawt-45_bone-1,kanɁaːŋ,1-45,false,expert,Deepadung2015,,,
HtanHsan-45_bone-1-1,HtanHsan-45_bone-1,kәnɁaːŋ,1-45,false,expert,Deepadung2015,,,
PangKham-45_bone-1-1,PangKham-45_bone-1,kaɁaːŋ,1-45,false,expert,Deepadung2015,,,
ManLoi-45_bone-1-1,ManLoi-45_bone-1,kaɁaːŋ,1-45,false,expert,Deepadung2015,,,
MengDan-45_bone-1-1,MengDan-45_bone-1,kaʔɛːŋ,1-45,false,expert,Deepadung2015,,,
ChuDongGua-45_bone-1-1,ChuDongGua-45_bone-1,kaɁaːŋ,1-45,false,expert,Deepadung2015,,,
XiangZhaiTang-45_bone-1-1,XiangZhaiTang-45_bone-1,kaɁaːŋ,1-45,false,expert,Deepadung2015,,,
PongNuea-45_bone-1-1,PongNuea-45_bone-1,kaɁaːŋ,1-45,false,expert,Deepadung2015,,,
NyaungGone-45_bone-1-1,NyaungGone-45_bone-1,kaʔak,1-45,false,expert,Deepadung2015,,,
NoeLae-45_bone-1-1,NoeLae-45_bone-1,kaɁaŋ,1-45,false,expert,Deepadung2015,,,
BanPaw-45_bone-1-1,BanPaw-45_bone-1,kaɁaŋ,1-45,false,expert,Deepadung2015,,,
ChaYeQing-45_bone-1-1,ChaYeQing-45_bone-1,kaʔaːŋ,1-45,false,expert,Deepadung2015,,,
GuangKa-45_bone-1-1,GuangKa-45_bone-1,kaɁaːŋ,1-45,false,expert,Deepadung2015,,,
MangBang-45_bone-1-1,MangBang-45_bone-1,kaɁaːŋ,1-45,false,expert,Deepadung2015,,,
NanSang-45_bone-1-1,NanSang-45_bone-1,kaɁaːŋ,1-45,false,expert,Deepadung2015,,,
NamHsan-46_fat-1-1,NamHsan-46_fat-1,priaŋ,1-46,false,expert,Deepadung2015,,,
KhunHawt-46_fat-1-1,KhunHawt-46_fat-1,priaŋ,1-46,false,expert,Deepadung2015,,,
HtanHsan-46_fat-1-1,HtanHsan-46_fat-1,priaŋ,1-46,false,expert,Deepadung2015,,,
PangKham-46_fat-1-1,PangKham-46_fat-1,briaŋ,1-46,false,expert,Deepadung2015,,,
ManLoi-46_fat-1-1,ManLoi-46_fat-1,briaŋ,1-46,false,expert,Deepadung2015,,,
MengDan-46_fat-1-1,MengDan-46_fat-1,priaŋ,1-46,false,expert,Deepadung2015,,,
ChuDongGua-46_fat-1-1,ChuDongGua-46_fat-1,priaŋ,1-46,false,expert,Deepadung2015,,,
XiangZhaiTang-46_fat-1-1,XiangZhaiTang-46_fat-1,briaŋ,1-46,false,expert,Deepadung2015,,,
PongNuea-46_fat-1-1,PongNuea-46_fat-1,briaŋ,1-46,false,expert,Deepadung2015,,,
NyaungGone-46_fat-1-1,NyaungGone-46_fat-1,briak,1-46,false,expert,Deepadung2015,,,
NoeLae-46_fat-1-1,NoeLae-46_fat-1,briaŋ,1-46,false,expert,Deepadung2015,,,
BanPaw-46_fat-1-1,BanPaw-46_fat-1,briaŋ,1-46,false,expert,Deepadung2015,,,
ChaYeQing-46_fat-1-1,ChaYeQing-46_fat-1,bjoŋ,2-46,false,expert,Deepadung2015,,,
GuangKa-46_fat-1-1,GuangKa-46_fat-1,pjoŋ,2-46,false,expert,Deepadung2015,,,
MangBang-46_fat-1-1,MangBang-46_fat-1,pjoŋ,2-46,false,expert,Deepadung2015,,,
NanSang-46_fat-1-1,NanSang-46_fat-1,pjoŋ,2-46,false,expert,Deepadung2015,,,
NamHsan-47_skin-1-1,NamHsan-47_skin-1,hur,1-47,false,expert,Deepadung2015,,,
KhunHawt-47_skin-1-1,KhunHawt-47_skin-1,hur,1-47,false,expert,Deepadung2015,,,
HtanHsan-47_skin-1-1,HtanHsan-47_skin-1,huːr,1-47,false,expert,Deepadung2015,,,
PangKham-47_skin-1-1,PangKham-47_skin-1,huːn,1-47,false,expert,Deepadung2015,,,
ManLoi-47_skin-1-1,ManLoi-47_skin-1,hur,1-47,false,expert,Deepadung2015,,,
MengDan-47_skin-1-1,MengDan-47_skin-1,hur,1-47,false,expert,Deepadung2015,,,
ChuDongGua-47_skin-1-1,ChuDongGua-47_skin-1,hur,1-47,false,expert,Deepadung2015,,,
